Town,Precincts,Patrick,Healey,Other 2006,Diff 2006,Obama,McCain,Other 2008,Diff 2008,Coakley,Brown,Other Spec,SDiff 2010,Patrick,Baker,Other 2010,GDiff 2010,Old Average,New Average,Warren,Brown,SDiff 2012,Obama,Romney,PDiff 2012,geometry
Abington,4,0.443102568,0.421670352,0.135227079,0.021432216,0.511782402,0.471170719,0.017046879,0.040611682,0.331060726,0.659267481,0.009671793,-0.328206754,0.337173948,0.510961754,0.151864298,-0.173787806,-0.109987665,-0.105983783,0.398809524,0.601190476,-0.202380952,0.497816594,0.491387676,0.006428918,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-70.94076,42.151303 -70.981233,42.135455 -70.999493,42.128344 -71.002095,42.127344 -71.001899,42.126551 -71.001585,42.125099 -70.999493,42.115933 -70.998682,42.111942 -70.979315,42.11401 -70.978529,42.113062 -70.978725,42.112752 -70.979035,42.112367 -70.979202,42.112177 -70.979323,42.111999 -70.979419,42.111707 -70.979562,42.111454 -70.979798,42.111286 -70.980134,42.111164 -70.98044,42.111042 -70.9806,42.110909 -70.980688,42.11056 -70.980531,42.110287 -70.980337,42.110094 -70.980167,42.109964 -70.98001,42.109651 -70.980046,42.109485 -70.980112,42.109256 -70.980179,42.109055 -70.980131,42.108873 -70.979875,42.108658 -70.979674,42.108557 -70.979251,42.108474 -70.978836,42.10842 -70.978512,42.108314 -70.978441,42.108109 -70.978319,42.10759 -70.978102,42.107403 -70.977954,42.107222 -70.97792,42.106942 -70.977933,42.106708 -70.977822,42.106372 -70.977697,42.106207 -70.977593,42.105871 -70.977613,42.105591 -70.977664,42.105339 -70.977708,42.105156 -70.977579,42.104598 -70.977165,42.103984 -70.977107,42.103671 -70.976857,42.103285 -70.97681,42.103102 -70.976746,42.102903 -70.976458,42.102619 -70.976333,42.102432 -70.97623,42.10213 -70.97635,42.10189 -70.976593,42.101636 -70.976766,42.101378 -70.976817,42.101126 -70.976745,42.100848 -70.976664,42.10054 -70.976819,42.099973 -70.976748,42.099786 -70.976529,42.099456 -70.97635,42.099172 -70.976269,42.09883 -70.976181,42.098483 -70.975602,42.097522 -70.975318,42.096838 -70.975073,42.09623 -70.974968,42.095768 -70.974939,42.095197 -70.974903,42.094764 -70.975006,42.094358 -70.975188,42.094105 -70.975278,42.093905 -70.975305,42.093665 -70.975217,42.09326 -70.975191,42.093009 -70.975289,42.092758 -70.975393,42.092472 -70.975279,42.091862 -70.975276,42.091565 -70.975311,42.091251 -70.975362,42.090925 -70.97549,42.090673 -70.975595,42.090387 -70.975676,42.090147 -70.975781,42.089924 -70.975856,42.089729 -70.975877,42.089535 -70.975806,42.089319 -70.975562,42.088778 -70.975241,42.088175 -70.975177,42.087953 -70.975244,42.087753 -70.975542,42.087358 -70.946839,42.09442 -70.91587,42.100022 -70.931433,42.116479 -70.933792,42.12517 -70.94076,42.151303</coordinates></LinearRing></outerBoundaryIs></Polygon>"
Acton,6,0.59733679,0.32583078,0.07683243,0.27150601,0.683037269,0.302072449,0.014890282,0.380964821,0.575176697,0.417219961,0.007603341,0.157956736,0.57559021,0.376110028,0.048299762,0.199480182,0.252476937,0.25103882,0.582396212,0.417603788,0.164792424,0.656566509,0.325033761,0.331532748,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-71.428389,42.528823 -71.43499,42.522139 -71.443942,42.509044 -71.473529,42.500177 -71.498646,42.463712 -71.464141,42.450408 -71.430092,42.437242 -71.387985,42.500087 -71.384984,42.504484 -71.391537,42.50682 -71.39788,42.526388 -71.399489,42.533963 -71.42375,42.526193 -71.428389,42.528823</coordinates></LinearRing></outerBoundaryIs></Polygon>"
Acushnet,3,0.627789047,0.291075051,0.081135903,0.336713996,0.591919192,0.386960514,0.021120294,0.204958678,0.428270598,0.562779679,0.008949724,-0.134509081,0.517839196,0.37361809,0.108542714,0.144221106,0.137846174,0.125100083,0.520386877,0.479613123,0.040773753,0.571185479,0.41274343,0.15844205,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-70.907383,41.763492 -70.911138,41.762675 -70.91101,41.762471 -70.925963,41.758676 -70.926233,41.758512 -70.926365,41.758338 -70.926367,41.758144 -70.926305,41.757847 -70.926244,41.757614 -70.926093,41.757376 -70.92594,41.757105 -70.925712,41.756862 -70.92544,41.756707 -70.925268,41.756561 -70.925082,41.756445 -70.924911,41.756327 -70.924775,41.756124 -70.924558,41.755984 -70.924308,41.7558 -70.924029,41.755622 -70.923644,41.755519 -70.923398,41.755455 -70.922982,41.755319 -70.922743,41.755231 -70.922549,41.755103 -70.922292,41.754667 -70.93185,41.750118 -70.942887,41.744789 -70.923781,41.686084 -70.923589,41.685914 -70.922765,41.685884 -70.92246,41.685805 -70.921593,41.68526 -70.920459,41.684592 -70.919718,41.683629 -70.919541,41.683401 -70.919345,41.681887 -70.918995,41.681957 -70.918886,41.68169 -70.918655,41.681485 -70.918395,41.681326 -70.91805,41.681179 -70.917744,41.681043 -70.917529,41.680901 -70.917383,41.680754 -70.917266,41.680485 -70.917172,41.680183 -70.917108,41.679823 -70.917246,41.679198 -70.916969,41.678741 -70.916548,41.678046 -70.91633,41.677685 -70.916209,41.677486 -70.915842,41.677141 -70.915446,41.677003 -70.914927,41.676634 -70.913555,41.675927 -70.91325,41.675653 -70.913189,41.675384 -70.912365,41.674371 -70.912335,41.674164 -70.91267,41.674096 -70.913524,41.674694 -70.913891,41.674715 -70.914287,41.6746 -70.914561,41.674415 -70.914592,41.673875 -70.914379,41.673527 -70.913983,41.672867 -70.913983,41.672381 -70.914348,41.672132 -70.915203,41.672091 -70.915446,41.671996 -70.915629,41.671741 -70.91566,41.671264 -70.915691,41.669849 -70.915874,41.669503 -70.915873,41.668567 -70.916026,41.667511 -70.916057,41.666709 -70.915844,41.666001 -70.915691,41.665778 -70.91502,41.665204 -70.914959,41.664836 -70.915178,41.664316 -70.889664,41.668602 -70.874485,41.674615 -70.858209,41.681085 -70.865071,41.700277 -70.874491,41.726681 -70.882774,41.750105 -70.886418,41.760236 -70.904488,41.757937 -70.907383,41.763492</coordinates></LinearRing></outerBoundaryIs></Polygon>"
Adams,5,0.776244097,0.185615692,0.038140211,0.590628405,0.75723115,0.220519159,0.022249691,0.53671199,0.680693069,0.308580858,0.010726073,0.372112211,0.698841699,0.235092235,0.066066066,0.463749464,0.490800518,0.484660231,0.691713845,0.308286155,0.383427689,0.770806658,0.209475032,0.561331626,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-73.169655,42.660294 -73.171433,42.628723 -73.171708,42.625091 -73.174236,42.598553 -73.124591,42.5965 -73.084284,42.594802 -73.067486,42.594112 -73.065332,42.625098 -73.063632,42.6498 -73.063282,42.654655 -73.124536,42.657777 -73.169655,42.660294</coordinates></LinearRing></outerBoundaryIs></Polygon>"
Agawam,8,0.49357499,0.406118143,0.100306866,0.087456847,0.528204772,0.447103012,0.024692217,0.08110176,0.347116844,0.637898331,0.014984825,-0.290781487,0.351146522,0.483385154,0.165468325,-0.132238632,-0.063615378,-0.061981671,0.426725342,0.573274658,-0.146549315,0.507733036,0.478612234,0.029120803,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-72.588522,42.093236 -72.588768,42.093006 -72.588937,42.092886 -72.589267,42.092719 -72.589481,42.092617 -72.589896,42.092485 -72.590218,42.092399 -72.590448,42.092336 -72.590747,42.092296 -72.591116,42.092306 -72.591515,42.092369 -72.591722,42.092443 -72.591914,42.092557 -72.592198,42.092642 -72.592405,42.09274 -72.592643,42.092865 -72.592951,42.092967 -72.593634,42.093315 -72.593972,42.093464 -72.594286,42.093549 -72.594586,42.093629 -72.594847,42.093709 -72.595108,42.093743 -72.595399,42.093777 -72.595653,42.093799 -72.595921,42.093874 -72.596182,42.093879 -72.596413,42.093873 -72.596827,42.093809 -72.59718,42.093809 -72.597579,42.093751 -72.59784,42.093671 -72.598062,42.093568 -72.598346,42.093402 -72.598676,42.093082 -72.598914,42.092784 -72.599105,42.092572 -72.599251,42.092356 -72.599373,42.092127 -72.599503,42.091943 -72.599626,42.091686 -72.599695,42.091452 -72.599725,42.091212 -72.599786,42.090932 -72.599802,42.090697 -72.599778,42.090498 -72.599556,42.090378 -72.599211,42.090435 -72.59885,42.090465 -72.598573,42.090356 -72.598374,42.090156 -72.598427,42.089933 -72.598688,42.08991 -72.598972,42.08987 -72.599225,42.089812 -72.599471,42.089766 -72.599701,42.089646 -72.599954,42.089509 -72.60013,42.089371 -72.600414,42.089165 -72.600536,42.088994 -72.600613,42.088817 -72.600666,42.088519 -72.600681,42.088279 -72.600551,42.087999 -72.600512,42.087828 -72.600427,42.087593 -72.600374,42.087325 -72.600366,42.087028 -72.600411,42.086731 -72.600434,42.086439 -72.600587,42.086199 -72.600879,42.086165 -72.601216,42.086078 -72.601562,42.086067 -72.601838,42.086095 -72.602176,42.086209 -72.602514,42.086329 -72.602775,42.086443 -72.603005,42.086539 -72.603243,42.086647 -72.603442,42.086745 -72.60365,42.086864 -72.603842,42.086984 -72.604364,42.087247 -72.604625,42.087372 -72.60484,42.087514 -72.605308,42.087691 -72.6057,42.087817 -72.606237,42.087982 -72.606682,42.088135 -72.607158,42.088266 -72.607626,42.088397 -72.608002,42.088494 -72.608355,42.088557 -72.608678,42.088608 -72.609084,42.088733 -72.609391,42.088704 -72.609721,42.088738 -72.610189,42.088732 -72.610641,42.088709 -72.610932,42.088685 -72.611201,42.088657 -72.611484,42.088673 -72.611798,42.08857 -72.61222,42.088444 -72.612503,42.088335 -72.612679,42.088215 -72.6131,42.088025 -72.613277,42.087905 -72.61356,42.087791 -72.613797,42.087705 -72.61408,42.087681 -72.614577,42.087681 -72.614837,42.08771 -72.61509,42.087726 -72.615625,42.08772 -72.61609,42.087691 -72.616457,42.087651 -72.616906,42.08765 -72.617249,42.087627 -72.617607,42.087598 -72.617888,42.087575 -72.618351,42.087574 -72.618677,42.087585 -72.618996,42.087596 -72.619306,42.087625 -72.619676,42.087658 -72.619978,42.087698 -72.620332,42.087727 -72.620716,42.08776 -72.621055,42.087835 -72.621385,42.087914 -72.621889,42.088005 -72.624518,42.088978 -72.624875,42.089099 -72.625128,42.089231 -72.625389,42.089356 -72.625665,42.0895 -72.626072,42.0897 -72.626608,42.089963 -72.626884,42.09002 -72.627237,42.090198 -72.62749,42.09022 -72.627774,42.090363 -72.628195,42.090575 -72.628479,42.09073 -72.628679,42.090838 -72.629054,42.091135 -72.629245,42.091335 -72.629445,42.091599 -72.629675,42.091851 -72.629797,42.092062 -72.629912,42.092342 -72.63005,42.092526 -72.630126,42.092748 -72.630187,42.093109 -72.630272,42.093292 -72.630386,42.093515 -72.630486,42.093698 -72.630624,42.093961 -72.63083,42.094322 -72.630922,42.094573 -72.631037,42.094922 -72.631091,42.095168 -72.631059,42.095391 -72.630975,42.095574 -72.630706,42.095683 -72.630338,42.095791 -72.630184,42.095998 -72.630184,42.096289 -72.630253,42.096592 -72.630091,42.096838 -72.629983,42.097044 -72.629907,42.097233 -72.629853,42.097439 -72.629806,42.097633 -72.629829,42.097856 -72.629944,42.098074 -72.630112,42.098302 -72.630212,42.098508 -72.630304,42.098685 -72.630457,42.098943 -72.630564,42.099229 -72.630664,42.09948 -72.630809,42.099806 -72.630993,42.100041 -72.631254,42.100235 -72.631629,42.100367 -72.631967,42.100436 -72.632305,42.10051 -72.632635,42.100516 -72.633072,42.100504 -72.633463,42.100487 -72.633724,42.100458 -72.634085,42.100396 -72.634453,42.100281 -72.634661,42.100207 -72.634968,42.100104 -72.63529,42.100007 -72.635528,42.09991 -72.635758,42.099841 -72.636004,42.099715 -72.63635,42.099572 -72.63658,42.099469 -72.636787,42.099395 -72.637017,42.099332 -72.637846,42.099097 -72.638176,42.099052 -72.638529,42.099063 -72.638951,42.099138 -72.639266,42.099229 -72.639603,42.099349 -72.639979,42.099418 -72.640301,42.099492 -72.640692,42.099549 -72.641429,42.099555 -72.642311,42.099583 -72.642749,42.099549 -72.642979,42.099509 -72.643324,42.099481 -72.643577,42.099492 -72.644053,42.099515 -72.644283,42.099526 -72.644567,42.09952 -72.644905,42.099521 -72.645166,42.099486 -72.645411,42.099417 -72.645634,42.099308 -72.646248,42.099223 -72.646509,42.099217 -72.646908,42.099228 -72.647199,42.099188 -72.647483,42.099188 -72.647759,42.099154 -72.647982,42.099119 -72.648473,42.099045 -72.648765,42.098976 -72.649018,42.098947 -72.649256,42.098879 -72.649755,42.09873 -72.650177,42.098547 -72.650407,42.098444 -72.650753,42.098278 -72.651175,42.098095 -72.651451,42.098049 -72.652042,42.09798 -72.652449,42.097963 -72.65297,42.097912 -72.65353,42.097768 -72.653838,42.097671 -72.654459,42.097511 -72.654904,42.097396 -72.655303,42.097282 -72.655603,42.097248 -72.65584,42.097173 -72.656147,42.097115 -72.656454,42.097013 -72.656792,42.096858 -72.657107,42.096709 -72.65749,42.096469 -72.657736,42.096309 -72.658043,42.096057 -72.65822,42.095845 -72.658473,42.09557 -72.658788,42.09513 -72.65911,42.094666 -72.659348,42.09418 -72.659525,42.09382 -72.659709,42.093487 -72.659863,42.093236 -72.659955,42.092944 -72.660132,42.092658 -72.660293,42.09228 -72.660447,42.091919 -72.660592,42.091479 -72.660808,42.090884 -72.660938,42.090449 -72.661007,42.090066 -72.661092,42.0897 -72.661107,42.089488 -72.661123,42.08927 -72.661115,42.089087 -72.661084,42.08891 -72.661108,42.088578 -72.661093,42.088286 -72.66107,42.087972 -72.661032,42.087754 -72.661001,42.087537 -72.660978,42.087325 -72.660863,42.086988 -72.660825,42.086822 -72.660779,42.086639 -72.660725,42.08629 -72.660687,42.086009 -72.660718,42.085797 -72.660818,42.085495 -72.660949,42.085168 -72.661041,42.084985 -72.661194,42.084854 -72.661371,42.084653 -72.661586,42.084545 -72.661801,42.084459 -72.662191,42.084373 -72.662453,42.084373 -72.662721,42.084407 -72.66312,42.084488 -72.66345,42.084636 -72.663802,42.08479 -72.663971,42.084911 -72.664132,42.085042 -72.664439,42.085254 -72.664654,42.085431 -72.664876,42.085631 -72.665144,42.085894 -72.665421,42.086129 -72.665704,42.086403 -72.666003,42.086746 -72.66618,42.086929 -72.666333,42.087101 -72.666479,42.087376 -72.66667,42.087725 -72.666793,42.088126 -72.666824,42.088451 -72.666885,42.088686 -72.666908,42.088921 -72.666915,42.08912 -72.666946,42.089344 -72.667099,42.08959 -72.667161,42.089802 -72.667199,42.089985 -72.66736,42.090288 -72.667444,42.090471 -72.667667,42.090791 -72.667866,42.091094 -72.668004,42.091232 -72.668196,42.091518 -72.668326,42.091706 -72.668457,42.091855 -72.668625,42.092044 -72.668771,42.092176 -72.66894,42.092319 -72.669254,42.09261 -72.6695,42.092817 -72.669661,42.092937 -72.669837,42.093102 -72.670021,42.093268 -72.670443,42.093554 -72.670689,42.093749 -72.670996,42.093914 -72.671218,42.094115 -72.671578,42.094304 -72.671878,42.094544 -72.672092,42.094738 -72.672323,42.094916 -72.672438,42.09507 -72.672568,42.095219 -72.672698,42.095379 -72.672898,42.095682 -72.672967,42.095859 -72.673174,42.096174 -72.673319,42.096368 -72.673434,42.096551 -72.673611,42.096745 -72.673795,42.096894 -72.674148,42.097186 -72.674332,42.097312 -72.674493,42.097466 -72.67467,42.097626 -72.674846,42.097901 -72.674976,42.098107 -72.675068,42.098307 -72.675176,42.098496 -72.675283,42.098764 -72.675452,42.09909 -72.675574,42.099239 -72.675697,42.099399 -72.675889,42.099599 -72.676096,42.099759 -72.676287,42.099891 -72.676487,42.099982 -72.67674,42.100159 -72.677008,42.100251 -72.677362,42.100377 -72.677783,42.100422 -72.678098,42.100485 -72.678359,42.100548 -72.67865,42.100628 -72.679019,42.100679 -72.679518,42.100753 -72.679901,42.100856 -72.6802,42.10085 -72.680515,42.100798 -72.680761,42.100689 -72.681198,42.100706 -72.681466,42.100803 -72.681673,42.100957 -72.681842,42.101129 -72.682003,42.101341 -72.682057,42.10157 -72.682072,42.101861 -72.682064,42.10205 -72.682018,42.102256 -72.681987,42.102444 -72.68198,42.102639 -72.681972,42.102833 -72.681972,42.103159 -72.681949,42.103491 -72.68201,42.103903 -72.682094,42.104166 -72.682056,42.104429 -72.68204,42.104698 -72.682033,42.104875 -72.68214,42.105115 -72.68234,42.105327 -72.682462,42.105555 -72.682493,42.105881 -72.682508,42.106173 -72.6826,42.106528 -72.682784,42.106756 -72.682915,42.106905 -72.68316,42.107099 -72.683436,42.107208 -72.683812,42.107271 -72.684096,42.107253 -72.684449,42.107179 -72.684748,42.107087 -72.685055,42.106973 -72.685339,42.106881 -72.685654,42.1068 -72.686007,42.106748 -72.68623,42.106685 -72.686498,42.106622 -72.686744,42.106583 -72.686951,42.106513 -72.68722,42.106451 -72.687488,42.106456 -72.687971,42.106404 -72.688309,42.106369 -72.688578,42.106364 -72.688808,42.106335 -72.689122,42.106329 -72.689368,42.106329 -72.689652,42.106334 -72.689982,42.106346 -72.690266,42.106345 -72.690511,42.106328 -72.690764,42.106328 -72.691064,42.106265 -72.691486,42.106179 -72.691939,42.106161 -72.692261,42.106018 -72.692652,42.105892 -72.692867,42.105823 -72.693243,42.105726 -72.693688,42.105732 -72.693926,42.105634 -72.694225,42.105669 -72.694655,42.105708 -72.69491,42.105727 -72.695415,42.104855 -72.695638,42.103134 -72.696259,42.102424 -72.697073,42.100829 -72.700511,42.093388 -72.701869,42.091122 -72.70282,42.087815 -72.705619,42.082166 -72.705991,42.080861 -72.706731,42.07392 -72.706095,42.073542 -72.708142,42.064564 -72.707629,42.059354 -72.708081,42.055665 -72.709583,42.052209 -72.711001,42.049879 -72.711645,42.04826 -72.712648,42.044128 -72.712455,42.041256 -72.713129,42.039018 -72.714439,42.036957 -72.713082,42.036941 -72.698887,42.036965 -72.640105,42.032087 -72.636755,42.031938 -72.624555,42.031547 -72.616767,42.031192 -72.612037,42.031015 -72.60799,42.030964 -72.608125,42.032751 -72.608086,42.033466 -72.608041,42.03765 -72.608004,42.038844 -72.607928,42.039605 -72.607783,42.04033 -72.607669,42.041433 -72.607337,42.044857 -72.606703,42.047092 -72.606222,42.048201 -72.605747,42.049179 -72.60525,42.050048 -72.603008,42.053622 -72.600521,42.057653 -72.59902,42.059649 -72.595843,42.064036 -72.591983,42.06932 -72.591813,42.069561 -72.591508,42.069898 -72.591193,42.070218 -72.589383,42.072191 -72.589056,42.07274 -72.588765,42.073164 -72.587002,42.075131 -72.585906,42.076087 -72.584434,42.077402 -72.584258,42.077539 -72.584051,42.0777 -72.583844,42.077888 -72.583614,42.078083 -72.583492,42.078318 -72.583323,42.078512 -72.583177,42.078672 -72.583024,42.078889 -72.582955,42.079072 -72.582825,42.07929 -72.582672,42.079519 -72.58271,42.079782 -72.582665,42.080021 -72.58258,42.080358 -72.582581,42.080787 -72.582612,42.081062 -72.582673,42.08145 -72.582789,42.082067 -72.582958,42.082667 -72.584113,42.086998 -72.584459,42.087655 -72.58482,42.088495 -72.584912,42.088843 -72.58512,42.089083 -72.58522,42.089346 -72.585589,42.089849 -72.585619,42.09002 -72.585804,42.090202 -72.585935,42.090397 -72.588522,42.093236</coordinates></LinearRing></outerBoundaryIs></Polygon>"
Alford,1,0.793650794,0.19047619,0.015873016,0.603174603,0.813084112,0.177570093,0.009345794,0.635514019,0.691629956,0.299559471,0.008810573,0.392070485,0.795555556,0.168888889,0.035555556,0.626666667,0.564356443,0.539848233,0.712871287,0.287128713,0.425742574,0.766447368,0.210526316,0.555921053,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-73.431251,42.296172 -73.443017,42.264172 -73.448186,42.2501 -73.46009,42.217553 -73.414055,42.212739 -73.414309,42.225208 -73.396178,42.225019 -73.400971,42.250095 -73.402431,42.258522 -73.399994,42.272493 -73.415427,42.279824 -73.415493,42.292044 -73.431251,42.296172</coordinates></LinearRing></outerBoundaryIs></Polygon>"
Amesbury,6,0.52883807,0.373297461,0.097864469,0.155540609,0.60146037,0.37910729,0.01943234,0.22235308,0.417364188,0.571147218,0.011488593,-0.15378303,0.425190468,0.476576431,0.098233101,-0.051385962,0.043181174,0.049919775,0.481750954,0.518249046,-0.036498092,0.573725584,0.41043354,0.163292044,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-70.914533,42.886739 -70.929384,42.885082 -70.95154,42.875105 -70.967042,42.868822 -70.999504,42.864135 -71.004794,42.863374 -70.999504,42.859446 -70.979806,42.844902 -70.969164,42.822463 -70.967102,42.821563 -70.96575,42.821016 -70.963573,42.820335 -70.961462,42.819894 -70.957898,42.819712 -70.955378,42.819806 -70.953046,42.819939 -70.949955,42.820158 -70.948019,42.820372 -70.947176,42.820478 -70.945752,42.820681 -70.945041,42.82083 -70.94454,42.820973 -70.9438,42.821237 -70.942259,42.821807 -70.940295,42.822548 -70.939995,42.822675 -70.939343,42.823048 -70.938944,42.823326 -70.938641,42.823655 -70.938329,42.824041 -70.93789,42.824571 -70.937419,42.825124 -70.937017,42.825609 -70.936512,42.826014 -70.935755,42.826558 -70.934989,42.827092 -70.9343,42.827636 -70.933889,42.828017 -70.933714,42.828219 -70.933488,42.828575 -70.933136,42.829237 -70.93281,42.830057 -70.932363,42.831039 -70.932048,42.83163 -70.931684,42.832074 -70.931248,42.832444 -70.930782,42.832849 -70.930271,42.8333 -70.929728,42.833694 -70.928805,42.834554 -70.927922,42.835466 -70.926296,42.837334 -70.925009,42.838639 -70.924046,42.83946 -70.92299,42.840219 -70.92229,42.840563 -70.921659,42.840878 -70.92098,42.84109 -70.920394,42.84129 -70.91966,42.841452 -70.919018,42.841578 -70.918383,42.841647 -70.917731,42.84163 -70.91714,42.841539 -70.916819,42.841422 -70.916209,42.841108 -70.915909,42.840865 -70.915649,42.840639 -70.915339,42.840288 -70.915004,42.839725 -70.914778,42.839281 -70.914559,42.838792 -70.914363,42.838256 -70.914154,42.837436 -70.914011,42.836797 -70.913776,42.836256 -70.91356,42.835915 -70.913297,42.835552 -70.912902,42.835161 -70.912368,42.834818 -70.911788,42.834532 -70.911217,42.834263 -70.910344,42.834026 -70.909075,42.833775 -70.908485,42.833741 -70.907631,42.833744 -70.906872,42.833797 -70.905352,42.833863 -70.90426,42.833893 -70.899856,42.847393 -70.910315,42.875103 -70.914533,42.886739</coordinates></LinearRing></outerBoundaryIs></Polygon>"
Amherst,10,0.840304183,0.110388814,0.049307004,0.729915369,0.873723087,0.102231652,0.024045262,0.771491435,0.840328584,0.151456809,0.008214607,0.688871775,0.795746848,0.111677066,0.092576086,0.684069782,0.71858709,0.696397779,0.801149037,0.198850963,0.602298074,0.827521333,0.125781093,0.701740241,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-72.489784,42.433758 -72.499513,42.432524 -72.530936,42.428749 -72.544153,42.427082 -72.546754,42.400017 -72.531536,42.401416 -72.534313,42.375104 -72.535497,42.365224 -72.536491,42.36512 -72.536812,42.359916 -72.53584,42.359928 -72.54072,42.319656 -72.539364,42.319891 -72.538563,42.320023 -72.537863,42.320177 -72.535133,42.304235 -72.531213,42.303662 -72.527684,42.301467 -72.524652,42.303132 -72.521394,42.30219 -72.508612,42.305985 -72.506563,42.306374 -72.504037,42.305489 -72.500672,42.305135 -72.499477,42.305999 -72.499081,42.306233 -72.498037,42.305129 -72.493551,42.302315 -72.490367,42.303708 -72.487584,42.304735 -72.482984,42.305376 -72.479544,42.306932 -72.478819,42.306989 -72.477432,42.307152 -72.464132,42.30804 -72.472166,42.351534 -72.476954,42.375098 -72.48356,42.407442 -72.489784,42.433758</coordinates></LinearRing></outerBoundaryIs></Polygon>"
